activity_id,viewer_id,movie_id,watch_date,watch_duration_min,completion_pct,platform,rating_given
WA00878,V0334,M007,2025-03-08,74,73,Mobile,5.9
WA00879,V0053,M006,2025-02-28,49,43,Mobile,7.0
WA00880,V0327,M002,2025-03-01,52,46,Smart TV,5.2
WA00881,V0125,M008,2025-03-08,77,53,Web,8.5
WA00882,V0263,M001,2024-11-02,109,85,Smart TV,4.8
WA00883,V0241,M015,2025-02-16,51,48,Smart TV,7.0
WA00884,V0301,M005,2025-01-03,87,96,Web,2.9
WA00885,V0177,M009,2025-02-21,80,84,Web,9.8
WA00886,V0097,M011,2024-11-21,71,73,Tablet,7.7
WA00887,V0316,M008,2025-03-03,95,72,Smart TV,5.6
WA00888,V0254,M003,2024-10-27,51,35,Web,9.4
WA00889,V0320,M011,2024-11-27,105,89,Web,4.3
WA00890,V0205,M012,2024-12-24,77,56,Web,8.7
WA00891,V0184,M001,2025-01-01,35,39,Mobile,6.7
WA00892,V0324,M003,2024-12-14,78,54,Smart TV,2.8
WA00893,V0090,M001,2024-11-20,75,66,Web,9.1
WA00894,V0126,M012,2024-11-14,133,100,Web,4.0
WA00895,V0426,M003,2024-12-07,32,32,Web,5.3
WA00896,V0157,M013,2024-10-29,74,56,Tablet,4.3
WA00897,V0410,M013,2025-01-04,107,97,Tablet,9.1
WA00898,V0407,M002,2024-10-31,49,46,Web,3.9
WA00899,V0307,M007,2025-03-27,95,70,Tablet,9.8
WA00900,V0151,M004,2024-10-12,111,98,Web,5.0
WA00901,V0436,M001,2025-03-11,57,46,Tablet,4.1
WA00902,V0261,M002,2025-01-29,49,51,Tablet,8.1
WA00903,V0266,M011,2025-02-08,127,93,Tablet,3.8
WA00904,V0367,M012,2025-01-04,142,91,Tablet,6.1
WA00905,V0113,M010,2025-01-11,52,56,Web,5.9
WA00906,V0218,M004,2025-01-10,80,69,Tablet,6.8
WA00907,V0044,M015,2025-01-04,122,100,Web,8.1
WA00908,V0118,M005,2025-01-22,117,75,Mobile,6.0
WA00909,V0240,M010,2024-12-26,125,87,Tablet,5.6
WA00910,V0196,M013,2025-02-05,83,64,Mobile,3.8
WA00911,V0462,M004,2024-12-07,74,75,Mobile,4.7
WA00912,V0403,M009,2025-02-09,63,40,Smart TV,9.4
WA00913,V0020,M002,2024-10-31,75,76,Web,5.0
WA00914,V0382,M011,2024-12-24,82,68,Smart TV,3.9
WA00915,V0005,M010,2024-11-05,100,63,Smart TV,4.6
WA00916,V0242,M006,2025-01-12,43,31,Web,9.0
WA00917,V0120,M004,2024-11-28,104,90,Tablet,7.9
WA00918,V0434,M008,2024-12-27,70,70,Web,5.7
WA00919,V0231,M012,2025-01-15,99,86,Mobile,5.3
WA00920,V0256,M010,2024-11-02,39,31,Smart TV,5.0
WA00921,V0154,M007,2025-01-17,138,98,Smart TV,6.9
WA00922,V0488,M010,2024-10-09,52,49,Smart TV,6.8
WA00923,V0105,M013,2025-03-04,109,78,Tablet,3.0
WA00924,V0169,M007,2024-11-18,64,43,Tablet,7.3
WA00925,V0346,M005,2024-10-24,47,43,Web,2.7
WA00926,V0096,M012,2025-03-04,50,33,Web,3.0
WA00927,V0150,M007,2024-12-12,68,59,Mobile,5.9
WA00928,V0168,M006,2025-02-10,46,51,Tablet,5.4
WA00929,V0245,M002,2024-11-03,131,83,Mobile,5.4
WA00930,V0159,M015,2024-11-22,59,56,Tablet,8.6
WA00931,V0301,M011,2025-01-30,75,69,Web,6.3
WA00932,V0004,M011,2025-01-26,68,55,Web,5.8
WA00933,V0169,M014,2025-01-11,117,97,Tablet,6.0
WA00934,V0331,M010,2024-10-11,66,66,Tablet,5.1
WA00935,V0213,M014,2024-12-16,72,52,Web,3.8
WA00936,V0467,M010,2025-01-19,116,79,Web,7.7
WA00937,V0454,M002,2025-01-09,57,60,Web,4.6
WA00938,V0358,M011,2025-02-15,48,38,Web,9.3
WA00939,V0040,M007,2025-02-19,80,77,Mobile,6.3
WA00940,V0085,M013,2024-12-23,123,87,Smart TV,4.1
WA00941,V0328,M001,2025-01-27,36,39,Tablet,5.4
WA00942,V0020,M012,2025-01-11,91,80,Mobile,4.4
WA00943,V0249,M012,2024-11-04,116,89,Tablet,3.0
WA00944,V0072,M009,2025-03-18,104,86,Tablet,8.7
WA00945,V0311,M014,2024-11-11,35,32,Mobile,3.8
WA00946,V0040,M002,2025-02-14,71,51,Mobile,7.6
WA00947,V0111,M003,2025-01-21,70,52,Mobile,9.2
WA00948,V0429,M009,2024-11-25,52,36,Mobile,5.4
WA00949,V0025,M005,2025-01-22,28,30,Tablet,8.3
WA00950,V0103,M015,2024-12-03,82,60,Mobile,2.6
WA00951,V0349,M001,2024-10-04,71,54,Mobile,4.2
WA00952,V0023,M015,2024-10-25,56,51,Tablet,6.3
WA00953,V0320,M014,2024-12-23,70,54,Web,9.5
WA00954,V0110,M007,2025-01-18,61,59,Mobile,5.2
WA00955,V0007,M003,2024-10-04,98,70,Tablet,4.1
WA00956,V0023,M004,2024-10-17,96,77,Mobile,9.1
WA00957,V0365,M007,2024-12-17,65,43,Web,4.4
WA00958,V0348,M002,2025-03-03,103,79,Web,5.0
WA00959,V0035,M011,2025-03-26,118,91,Smart TV,2.6
WA00960,V0262,M015,2025-02-27,114,78,Web,6.3
WA00961,V0316,M012,2024-10-04,38,32,Mobile,4.8
WA00962,V0031,M012,2025-01-18,48,40,Web,5.3
WA00963,V0105,M005,2024-11-21,85,78,Mobile,4.3
WA00964,V0069,M012,2025-03-03,105,72,Smart TV,4.9
WA00965,V0332,M013,2024-10-11,129,83,Smart TV,8.1
WA00966,V0106,M004,2024-12-24,81,61,Mobile,9.3
WA00967,V0267,M011,2024-12-03,92,78,Smart TV,3.9
WA00968,V0036,M011,2024-10-02,90,92,Web,2.9
WA00969,V0089,M003,2024-11-22,43,41,Web,4.3
WA00970,V0085,M002,2025-01-18,102,69,Web,4.3
WA00971,V0147,M003,2025-03-05,82,68,Tablet,9.8
WA00972,V0487,M004,2024-12-09,60,40,Smart TV,5.5
WA00973,V0259,M003,2025-01-29,122,84,Tablet,8.2
WA00974,V0219,M014,2025-02-01,71,78,Mobile,8.2
WA00975,V0284,M015,2024-12-16,77,49,Web,4.4
WA00976,V0193,M008,2024-12-18,97,66,Tablet,3.0
WA00977,V0470,M003,2025-01-29,56,49,Web,2.5
WA00978,V0208,M014,2025-02-06,126,92,Tablet,9.6
WA00979,V0158,M012,2025-01-04,127,92,Mobile,5.6
WA00980,V0100,M001,2024-11-01,69,50,Tablet,9.7
WA00981,V0326,M013,2024-12-29,142,92,Smart TV,7.7
WA00982,V0125,M011,2025-01-07,87,61,Tablet,2.8
WA00983,V0134,M014,2025-01-01,44,48,Tablet,9.6
WA00984,V0007,M003,2024-12-05,60,50,Mobile,8.3
WA00985,V0266,M011,2025-01-07,56,40,Web,9.1
WA00986,V0257,M003,2025-01-18,82,68,Tablet,6.9
WA00987,V0326,M012,2025-01-14,43,43,Smart TV,8.6
WA00988,V0004,M005,2024-11-23,96,69,Web,8.6
WA00989,V0269,M001,2024-10-25,81,83,Tablet,7.4
WA00990,V0192,M012,2025-01-19,57,52,Web,7.8
WA00991,V0486,M004,2025-02-02,106,94,Mobile,5.9
WA00992,V0031,M014,2024-11-24,62,55,Web,8.6
WA00993,V0321,M004,2024-12-06,122,86,Mobile,9.0
WA00994,V0194,M003,2024-10-21,50,40,Mobile,4.6
WA00995,V0249,M006,2024-10-08,109,91,Mobile,2.6
WA00996,V0109,M005,2024-10-02,39,42,Mobile,5.3
WA00997,V0388,M009,2024-12-08,136,90,Smart TV,7.0
WA00998,V0419,M006,2025-01-03,93,70,Web,9.6
WA00999,V0500,M011,2025-01-11,51,37,Smart TV,9.0
WA01000,V0446,M013,2024-10-26,79,88,Tablet,7.9
WA01001,V0445,M015,2024-11-05,41,45,Smart TV,9.6
WA01002,V0317,M013,2024-12-03,119,87,Tablet,6.4
WA01003,V0009,M011,2024-11-18,63,71,Smart TV,9.1
WA01004,V0311,M013,2024-12-23,86,59,Tablet,5.5
WA01005,V0481,M010,2024-10-21,112,84,Tablet,9.9
WA01006,V0151,M014,2025-03-29,80,79,Web,7.8
WA01007,V0066,M014,2025-02-11,52,34,Tablet,8.5
WA01008,V0087,M005,2025-03-22,142,89,Tablet,9.7
WA01009,V0125,M008,2025-03-19,95,60,Web,3.8
WA01010,V0223,M011,2025-03-29,43,43,Mobile,3.7
WA01011,V0113,M015,2024-12-23,90,65,Smart TV,7.5
WA01012,V0473,M015,2025-03-21,49,47,Tablet,3.2
WA01013,V0330,M012,2024-12-25,44,38,Smart TV,5.3
WA01014,V0115,M012,2025-01-06,85,59,Smart TV,3.4
WA01015,V0380,M002,2024-10-29,73,73,Web,8.1
WA01016,V0437,M002,2025-02-24,63,46,Smart TV,9.7
WA01017,V0303,M010,2024-10-01,47,37,Web,8.9
WA01018,V0267,M007,2024-12-21,62,46,Web,3.3
WA01019,V0075,M001,2025-02-15,103,70,Smart TV,8.8
WA01020,V0308,M008,2025-03-24,71,48,Smart TV,3.6
WA01021,V0159,M011,2025-03-29,65,70,Mobile,4.6
WA01022,V0254,M014,2025-03-30,86,57,Smart TV,7.8
WA01023,V0424,M007,2024-10-16,64,49,Web,8.9
WA01024,V0439,M015,2024-11-27,49,52,Tablet,8.0
WA01025,V0281,M005,2025-03-18,35,32,Tablet,5.0
WA01026,V0201,M011,2025-01-30,107,80,Mobile,6.5
WA01027,V0202,M005,2024-12-12,114,100,Mobile,3.5
WA01028,V0235,M013,2025-02-26,65,68,Web,6.8
WA01029,V0460,M008,2025-03-28,101,67,Web,4.1
WA01030,V0372,M013,2024-11-20,69,76,Mobile,7.6
WA01031,V0348,M014,2024-11-07,115,84,Web,9.4
WA01032,V0484,M002,2024-12-31,78,52,Mobile,3.4
WA01033,V0497,M009,2025-03-16,113,85,Web,7.2
WA01034,V0124,M007,2024-12-02,42,45,Tablet,6.2
WA01035,V0398,M012,2025-03-02,87,78,Mobile,8.3
WA01036,V0324,M014,2025-03-16,89,65,Tablet,5.3
WA01037,V0251,M002,2024-10-30,45,45,Web,2.7
WA01038,V0356,M010,2025-02-24,98,65,Mobile,8.5
WA01039,V0153,M003,2025-01-07,128,85,Web,3.2
WA01040,V0417,M002,2025-02-15,91,81,Mobile,5.5
WA01041,V0033,M014,2025-02-15,144,92,Mobile,8.2
WA01042,V0442,M004,2025-03-18,55,53,Web,2.5
WA01043,V0066,M008,2024-12-20,36,35,Web,7.4
WA01044,V0044,M002,2025-02-21,41,34,Mobile,6.3
WA01045,V0484,M006,2025-02-17,93,84,Mobile,4.4
WA01046,V0228,M001,2025-02-10,124,98,Web,6.8
WA01047,V0311,M012,2024-12-20,117,75,Web,7.7
WA01048,V0097,M011,2024-10-12,40,34,Web,4.7
WA01049,V0111,M014,2024-11-25,107,100,Smart TV,4.6
WA01050,V0282,M012,2025-03-09,56,39,Smart TV,4.5
WA01051,V0043,M011,2024-11-11,124,88,Smart TV,7.6
WA01052,V0037,M012,2024-11-06,88,56,Smart TV,10.0
WA01053,V0289,M012,2025-03-15,87,77,Web,5.6
WA01054,V0014,M003,2024-12-20,113,78,Web,3.1
WA01055,V0209,M002,2025-02-14,104,100,Mobile,5.0
WA01056,V0075,M002,2025-01-01,84,64,Web,4.6
WA01057,V0488,M002,2025-01-05,92,78,Mobile,8.4
WA01058,V0302,M002,2024-11-14,108,69,Tablet,3.2
WA01059,V0139,M006,2025-03-29,126,100,Mobile,9.2
WA01060,V0177,M003,2024-12-21,73,53,Tablet,6.1
WA01061,V0366,M003,2024-12-06,86,95,Web,7.4
WA01062,V0471,M003,2025-01-05,44,36,Smart TV,7.8
WA01063,V0094,M004,2025-03-23,125,88,Tablet,9.9
WA01064,V0142,M013,2025-01-28,101,66,Tablet,6.4
WA01065,V0486,M012,2024-11-28,52,41,Smart TV,5.5
WA01066,V0374,M006,2024-10-24,39,39,Web,9.6
WA01067,V0381,M003,2025-02-25,38,40,Smart TV,6.7
WA01068,V0478,M008,2024-10-03,136,95,Web,6.1
WA01069,V0208,M009,2025-03-25,71,45,Mobile,7.1
WA01070,V0384,M015,2024-10-02,141,98,Smart TV,4.3
WA01071,V0311,M012,2025-03-19,54,35,Tablet,9.7
WA01072,V0039,M011,2025-02-12,61,52,Smart TV,8.8
WA01073,V0254,M009,2024-12-30,80,84,Tablet,3.8
WA01074,V0436,M002,2024-12-26,119,99,Mobile,4.7
WA01075,V0002,M008,2024-12-15,70,57,Tablet,4.1
WA01076,V0479,M005,2025-03-14,52,34,Tablet,9.2
WA01077,V0004,M014,2025-02-02,72,75,Tablet,5.0
WA01078,V0456,M006,2024-10-28,66,74,Web,5.5
WA01079,V0102,M001,2024-10-26,133,92,Mobile,6.5
WA01080,V0468,M015,2024-11-09,63,45,Tablet,2.6
WA01081,V0241,M013,2025-03-18,70,58,Tablet,5.3
WA01082,V0416,M006,2025-01-18,110,98,Smart TV,3.3
WA01083,V0072,M008,2025-03-18,73,50,Smart TV,8.1
WA01084,V0098,M001,2024-12-31,50,44,Smart TV,2.8
WA01085,V0083,M007,2025-01-16,44,34,Web,9.6
WA01086,V0251,M011,2024-12-08,87,83,Tablet,8.5
WA01087,V0257,M012,2024-11-02,106,81,Tablet,3.5
WA01088,V0177,M002,2024-10-06,51,49,Mobile,8.3
WA01089,V0500,M004,2024-10-14,111,84,Mobile,5.8
WA01090,V0390,M005,2024-12-12,60,40,Tablet,4.4
WA01091,V0144,M003,2025-02-08,68,61,Mobile,9.0
WA01092,V0243,M012,2024-12-03,79,55,Mobile,7.8
WA01093,V0438,M009,2025-03-06,61,54,Web,4.2
WA01094,V0099,M003,2025-01-11,61,65,Web,5.7
WA01095,V0195,M010,2024-11-21,36,36,Tablet,6.4
WA01096,V0173,M012,2025-03-12,69,58,Tablet,6.1
WA01097,V0057,M009,2025-01-18,65,68,Smart TV,5.2
WA01098,V0459,M006,2025-01-16,84,70,Mobile,3.9
WA01099,V0147,M001,2024-10-14,74,57,Tablet,4.6
WA01100,V0130,M010,2024-10-26,76,53,Tablet,5.2
WA01101,V0350,M005,2024-10-29,31,31,Web,5.0
WA01102,V0122,M012,2025-01-01,120,77,Smart TV,4.1
WA01103,V0323,M007,2024-10-23,47,46,Mobile,2.8
WA01104,V0361,M015,2025-03-17,61,54,Tablet,9.4
WA01105,V0372,M002,2025-02-17,90,68,Tablet,9.9
WA01106,V0066,M004,2025-02-14,38,35,Web,5.6
WA01107,V0230,M012,2024-12-04,101,76,Mobile,9.3
WA01108,V0477,M002,2025-02-01,138,97,Mobile,3.8
WA01109,V0024,M005,2025-03-28,71,67,Mobile,8.5
WA01110,V0351,M012,2024-11-18,130,93,Mobile,3.7
WA01111,V0206,M013,2025-02-08,109,79,Smart TV,4.1
WA01112,V0451,M001,2024-11-10,36,31,Tablet,6.3
WA01113,V0437,M012,2025-02-12,83,68,Web,4.7
WA01114,V0115,M005,2025-02-19,53,51,Mobile,6.5
WA01115,V0475,M005,2024-10-11,70,65,Web,4.5
WA01116,V0274,M013,2024-10-14,67,56,Mobile,2.5
WA01117,V0043,M006,2025-03-11,97,71,Smart TV,7.9
WA01118,V0030,M007,2025-03-06,90,71,Mobile,8.7
WA01119,V0498,M004,2024-12-11,69,62,Mobile,6.5
WA01120,V0485,M014,2025-02-27,80,78,Smart TV,9.0
WA01121,V0419,M011,2025-03-04,89,56,Tablet,4.2
WA01122,V0229,M005,2024-11-22,68,49,Web,8.0
WA01123,V0048,M007,2025-01-03,98,91,Tablet,3.9
WA01124,V0483,M003,2024-11-15,104,92,Web,7.4
WA01125,V0419,M001,2024-12-19,57,52,Tablet,7.7
WA01126,V0219,M004,2024-10-18,42,39,Web,5.9
WA01127,V0071,M011,2025-01-12,98,97,Mobile,7.0
WA01128,V0424,M007,2025-01-07,40,44,Mobile,8.2
WA01129,V0395,M011,2024-10-12,64,61,Mobile,4.5
WA01130,V0491,M011,2025-03-03,28,31,Mobile,6.6
WA01131,V0072,M014,2024-12-26,55,55,Tablet,8.2
WA01132,V0170,M015,2025-01-22,75,69,Tablet,3.7
WA01133,V0064,M001,2025-02-17,122,99,Mobile,8.7
WA01134,V0262,M002,2025-02-17,54,43,Tablet,3.6
WA01135,V0219,M015,2024-11-27,54,59,Tablet,3.6
WA01136,V0352,M011,2024-12-13,93,79,Mobile,6.2
WA01137,V0183,M002,2024-11-27,67,66,Mobile,7.1
WA01138,V0310,M002,2025-01-01,35,35,Web,3.8
WA01139,V0077,M009,2024-12-25,94,84,Smart TV,7.2
WA01140,V0470,M005,2024-12-29,65,64,Tablet,7.5
WA01141,V0442,M015,2024-12-07,29,30,Web,8.3
WA01142,V0229,M003,2024-12-21,85,79,Tablet,8.6
WA01143,V0075,M002,2025-02-25,93,65,Mobile,4.9
WA01144,V0164,M003,2024-11-16,104,75,Tablet,5.7
WA01145,V0411,M012,2025-01-14,62,47,Web,5.4
WA01146,V0253,M009,2025-02-05,154,98,Web,5.4
WA01147,V0360,M010,2025-01-16,91,58,Mobile,4.3
WA01148,V0286,M001,2024-11-22,69,76,Tablet,9.7
WA01149,V0185,M015,2024-10-29,71,74,Web,4.7
WA01150,V0108,M003,2025-02-19,87,61,Web,2.9
WA01151,V0376,M003,2024-10-31,84,78,Mobile,7.7
WA01152,V0340,M007,2025-01-04,41,43,Mobile,6.1
WA01153,V0188,M010,2024-11-10,44,48,Web,3.1
WA01154,V0392,M002,2024-10-04,70,49,Web,6.0
WA01155,V0211,M003,2025-02-13,115,90,Smart TV,5.8
WA01156,V0057,M011,2025-03-27,60,66,Web,3.0
WA01157,V0083,M011,2024-10-09,105,94,Mobile,5.5
WA01158,V0365,M007,2025-03-24,148,100,Smart TV,9.4
WA01159,V0477,M009,2024-12-18,99,84,Web,4.5
WA01160,V0381,M002,2025-02-11,63,46,Web,5.5
WA01161,V0422,M001,2024-11-26,74,53,Mobile,8.6
WA01162,V0424,M008,2025-01-31,105,81,Tablet,3.7
WA01163,V0139,M013,2025-01-04,77,54,Mobile,3.3
WA01164,V0123,M006,2025-03-04,43,33,Smart TV,3.7
WA01165,V0388,M002,2024-10-17,36,31,Smart TV,3.9
WA01166,V0138,M004,2025-03-13,56,60,Mobile,9.8
WA01167,V0025,M010,2024-10-12,52,35,Smart TV,3.2
WA01168,V0491,M005,2024-10-03,89,66,Tablet,6.3
WA01169,V0360,M006,2025-01-09,62,46,Mobile,5.0
WA01170,V0414,M015,2025-02-06,95,94,Web,2.7
WA01171,V0149,M013,2025-01-06,51,34,Web,3.6
WA01172,V0453,M008,2024-10-21,59,59,Web,8.6
WA01173,V0265,M011,2024-11-06,103,94,Smart TV,5.9
WA01174,V0320,M003,2024-12-26,96,76,Tablet,2.8
WA01175,V0107,M012,2025-03-24,83,60,Mobile,9.7
WA01176,V0413,M010,2025-03-10,64,42,Mobile,3.6
WA01177,V0256,M014,2024-12-19,65,41,Mobile,5.9
WA01178,V0144,M003,2024-12-15,41,38,Smart TV,5.2
WA01179,V0243,M002,2024-11-15,93,63,Smart TV,8.2
WA01180,V0498,M008,2025-03-16,48,45,Tablet,2.8
WA01181,V0439,M014,2024-12-13,115,82,Web,5.8
WA01182,V0043,M009,2025-03-09,100,77,Tablet,6.3
WA01183,V0380,M005,2025-03-24,35,37,Web,7.7
WA01184,V0149,M009,2024-10-03,46,43,Tablet,3.7
WA01185,V0448,M007,2024-10-19,93,79,Tablet,7.5
WA01186,V0461,M006,2025-01-28,146,98,Tablet,3.3
WA01187,V0103,M003,2024-10-28,119,85,Tablet,5.0
WA01188,V0360,M006,2024-12-27,86,57,Tablet,3.4
WA01189,V0486,M008,2024-10-10,77,49,Tablet,3.6
WA01190,V0032,M004,2024-12-21,73,78,Smart TV,8.4
WA01191,V0445,M008,2024-11-24,54,57,Mobile,9.6
WA01192,V0326,M011,2025-01-17,76,62,Web,3.1
WA01193,V0153,M002,2024-12-10,56,40,Tablet,9.0
WA01194,V0426,M009,2024-11-24,65,53,Mobile,3.2
WA01195,V0085,M015,2025-01-18,90,68,Web,5.1
WA01196,V0353,M007,2025-02-01,147,98,Web,9.7
WA01197,V0288,M007,2024-12-30,43,31,Web,3.1
WA01198,V0341,M011,2025-02-26,76,71,Smart TV,2.6
WA01199,V0443,M015,2025-01-26,100,93,Smart TV,3.4
WA01200,V0370,M011,2025-01-13,118,96,Mobile,9.9
WA01201,V0019,M014,2024-11-02,61,42,Web,8.1
WA01202,V0308,M004,2025-01-16,81,51,Tablet,4.1
WA01203,V0417,M004,2024-11-18,70,77,Smart TV,2.6
WA01204,V0359,M015,2024-12-18,69,45,Tablet,7.4
WA01205,V0181,M008,2025-01-14,106,75,Tablet,6.4
WA01206,V0235,M013,2024-12-25,54,52,Tablet,5.3
WA01207,V0224,M009,2025-03-02,108,99,Tablet,4.6
WA01208,V0360,M011,2025-03-26,95,66,Mobile,10.0
WA01209,V0316,M013,2024-10-27,32,32,Tablet,3.3
WA01210,V0325,M012,2025-03-09,66,42,Tablet,6.3
WA01211,V0109,M013,2024-10-09,105,83,Web,8.3
WA01212,V0439,M009,2025-01-06,57,55,Tablet,9.6
WA01213,V0004,M006,2025-01-27,113,80,Smart TV,8.4
WA01214,V0158,M009,2024-12-12,78,63,Tablet,7.5
WA01215,V0014,M001,2025-01-15,29,31,Web,8.4
WA01216,V0088,M014,2025-02-10,93,72,Tablet,4.3
WA01217,V0411,M007,2024-11-19,50,36,Tablet,3.5
WA01218,V0463,M011,2025-01-08,90,81,Smart TV,6.4
WA01219,V0259,M007,2024-11-29,46,46,Mobile,7.2
WA01220,V0082,M013,2025-01-09,123,100,Smart TV,4.0
WA01221,V0322,M002,2024-10-07,44,31,Web,2.7
WA01222,V0013,M012,2025-02-17,78,78,Web,9.9
WA01223,V0123,M011,2025-03-11,71,53,Web,4.7
WA01224,V0338,M009,2024-12-02,86,63,Mobile,4.6
WA01225,V0057,M015,2024-11-06,39,43,Tablet,9.5
WA01226,V0135,M002,2024-10-28,71,66,Web,3.2
WA01227,V0052,M008,2025-01-01,92,80,Tablet,8.5
WA01228,V0108,M007,2024-10-19,59,39,Tablet,5.3
WA01229,V0093,M006,2025-03-12,73,50,Smart TV,2.6
WA01230,V0500,M003,2025-03-18,42,45,Smart TV,10.0
WA01231,V0082,M008,2025-03-07,47,30,Smart TV,9.4
WA01232,V0012,M004,2025-03-05,91,98,Web,4.1
WA01233,V0168,M006,2024-10-30,38,33,Web,4.1
WA01234,V0141,M012,2025-03-27,67,64,Tablet,4.0
WA01235,V0240,M002,2024-12-29,107,67,Tablet,5.8
WA01236,V0102,M007,2024-11-19,63,52,Smart TV,9.7
WA01237,V0407,M002,2025-02-27,65,51,Web,9.7
WA01238,V0306,M008,2025-01-19,123,84,Smart TV,8.6
WA01239,V0103,M010,2024-10-28,116,84,Smart TV,5.3
WA01240,V0456,M011,2024-10-17,74,51,Mobile,9.7
WA01241,V0310,M005,2025-02-28,95,67,Smart TV,5.5
WA01242,V0405,M002,2024-11-16,110,84,Web,5.2
WA01243,V0075,M002,2024-11-25,105,77,Smart TV,3.4
WA01244,V0110,M006,2025-03-26,65,72,Tablet,6.8
WA01245,V0146,M006,2024-11-29,77,79,Web,6.5
WA01246,V0294,M002,2025-02-21,48,39,Tablet,7.6
WA01247,V0101,M007,2024-12-21,71,55,Mobile,8.5
WA01248,V0062,M008,2024-10-12,103,83,Mobile,5.9
WA01249,V0296,M010,2024-12-23,83,60,Mobile,4.6
WA01250,V0146,M011,2025-02-25,80,89,Web,8.8
WA01251,V0021,M007,2024-10-10,153,97,Smart TV,7.3
WA01252,V0371,M002,2025-01-29,84,83,Smart TV,4.6
WA01253,V0285,M013,2024-12-28,56,40,Smart TV,6.2
WA01254,V0253,M001,2025-01-09,112,88,Mobile,8.8
WA01255,V0025,M010,2024-10-27,53,58,Mobile,3.5
WA01256,V0088,M006,2025-03-26,84,58,Mobile,3.9
WA01257,V0479,M015,2025-01-03,47,30,Mobile,4.4
WA01258,V0485,M013,2024-10-12,37,36,Smart TV,3.1
WA01259,V0358,M006,2025-03-26,88,64,Web,9.4
WA01260,V0164,M010,2025-01-26,48,46,Web,8.1
WA01261,V0268,M015,2025-01-14,66,45,Web,6.8
WA01262,V0396,M011,2025-02-03,88,71,Tablet,4.2
WA01263,V0286,M005,2024-12-15,75,75,Web,7.4
WA01264,V0498,M012,2024-11-22,38,39,Tablet,3.0
WA01265,V0420,M001,2025-03-21,104,89,Tablet,3.9
WA01266,V0264,M002,2024-12-27,112,97,Smart TV,8.2
WA01267,V0055,M005,2025-01-25,102,94,Web,4.1
WA01268,V0104,M006,2025-01-07,139,95,Tablet,3.9
WA01269,V0488,M005,2025-01-17,76,69,Mobile,3.6
WA01270,V0009,M015,2024-10-28,62,60,Tablet,3.9
WA01271,V0181,M001,2025-01-30,136,87,Smart TV,3.4
WA01272,V0109,M009,2024-10-22,114,85,Web,5.5
WA01273,V0226,M007,2025-02-08,47,36,Smart TV,5.3
WA01274,V0100,M001,2025-03-16,115,84,Smart TV,3.9
WA01275,V0312,M003,2025-03-02,121,97,Tablet,6.4
WA01276,V0491,M002,2025-03-24,58,61,Mobile,4.1
WA01277,V0034,M001,2024-10-10,74,60,Mobile,4.6
WA01278,V0202,M015,2025-03-08,112,80,Mobile,4.1
WA01279,V0106,M014,2025-03-27,115,93,Web,8.4
WA01280,V0376,M006,2025-03-13,83,66,Mobile,3.2
WA01281,V0437,M009,2025-03-29,104,69,Web,3.8
WA01282,V0171,M011,2024-10-18,58,53,Tablet,3.6
WA01283,V0172,M001,2025-03-20,126,84,Mobile,3.8
WA01284,V0305,M005,2024-10-20,34,31,Smart TV,9.8
WA01285,V0242,M010,2024-10-01,92,61,Mobile,2.8
WA01286,V0269,M001,2025-02-23,74,59,Web,8.2
WA01287,V0412,M013,2024-10-25,69,68,Smart TV,5.9
WA01288,V0340,M012,2024-12-29,98,62,Tablet,4.4
WA01289,V0364,M008,2024-10-04,91,68,Smart TV,9.2
WA01290,V0139,M013,2025-03-19,66,44,Mobile,3.6
WA01291,V0255,M007,2024-11-26,81,75,Mobile,4.3
WA01292,V0106,M012,2025-03-28,110,76,Mobile,4.0
WA01293,V0450,M007,2025-03-13,66,65,Tablet,9.9
WA01294,V0467,M015,2025-02-12,70,63,Smart TV,9.2
WA01295,V0159,M007,2025-02-28,92,65,Web,2.8
WA01296,V0222,M009,2025-03-29,59,45,Tablet,6.7
WA01297,V0497,M013,2024-12-28,55,44,Mobile,6.2
WA01298,V0268,M011,2024-11-07,73,49,Smart TV,7.2
WA01299,V0148,M011,2024-11-11,117,92,Mobile,8.5
WA01300,V0145,M001,2025-01-25,54,57,Mobile,2.9
WA01301,V0339,M005,2024-10-02,108,75,Mobile,2.9
WA01302,V0341,M003,2024-12-29,118,94,Web,9.7
WA01303,V0222,M012,2024-12-09,59,55,Mobile,4.7
WA01304,V0416,M001,2025-01-30,82,61,Tablet,5.7
WA01305,V0306,M015,2024-10-26,83,68,Smart TV,3.8
WA01306,V0350,M007,2025-03-23,61,47,Web,4.4
WA01307,V0157,M007,2025-02-19,78,68,Mobile,4.7
WA01308,V0094,M015,2025-03-10,147,99,Tablet,8.4
WA01309,V0270,M014,2025-01-20,47,47,Tablet,7.7
WA01310,V0182,M009,2025-03-25,120,89,Tablet,6.0
WA01311,V0491,M007,2025-01-27,30,33,Tablet,3.2
WA01312,V0298,M003,2025-03-07,78,61,Smart TV,3.5
WA01313,V0387,M009,2025-02-22,45,36,Tablet,3.4
WA01314,V0236,M011,2024-10-02,143,96,Mobile,3.1
WA01315,V0305,M005,2025-03-16,74,72,Mobile,8.7
WA01316,V0063,M010,2025-02-01,48,37,Mobile,7.8
WA01317,V0115,M009,2024-11-06,71,47,Web,4.8
